ID_MEDICAMENTO,DESCRIPCION,Laboratorio,Condicion_Venta,PRECIO_UNITARIO,FechaCompra,FechaCaducidad,Porcentaje_Efectividad,INVENTARIO
645,GAVISCON MENTA 250 COMPRIMIDOS MASTICABLES,RECKITT BENCKISER CHILE S.A.,Directa, $16.370,02-04-2020,16-04-2027,83%,25
646,IBUPROFENO SUSPENSIÓN ORAL PEDIÁTRICA 100 mg/5 mL,LABORATORIO CHILE S.A.,Directa, $86.563,01-02-2022,10-04-2027,84%,55
647,IBUPROFENO FORTE SUSPENSIÓN ORAL PEDIÁTRICA 200 mg / 5 mL,LABORATORIO CHILE S.A.,Directa, $24.190,14-12-2019,06-12-2025,97%,91
648,"LATLAS GEL OFTÁLMICO 0,25%",LABORATORIOS RECALCINE S.A.,Directa, $32.807,27-06-2021,18-08-2026,84%,82
649,PANCRIT COMPRIMIDOS DE DISOLUCIÓN BUCAL,LABORATORIOS ANDRÓMACO S.A.,Directa, $58.061,16-03-2021,15-11-2024,92%,51
650,"CÁPSICO PARCHE DÉRMICO 1,86%",LABORATORIO MAVER S.A.,Directa, $61.257,03-05-2022,13-05-2026,89%,99
651,CONDROX COMPRIMIDOS RECUBIERTOS,FARMACÉUTICA MED - CELL  LTDA.,Directa, $68.193,09-11-2021,16-04-2027,92%,8
652,GENIOL COMPRIMIDOS 500 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $22.808,14-01-2020,10-04-2027,85%,15
653,MAALOX PLUS LIMA-LIMÓN COMPRIMIDOS MASTICABLES,SANOFI-AVENTIS DE CHILE S.A.,Directa, $29.494,03-01-2021,06-12-2025,100%,41
654,OXY 5 COLOR PIEL GEL DÉRMICO 5 %,DROGUERIA HOFMANN S.A.C.,Directa, $17.132,02-05-2020,18-08-2026,90%,6
655,OXY 5  TRANSPARENTE GEL DÉRMICO 5 %,DROGUERIA HOFMANN S.A.C.,Directa, $34.923,21-07-2021,15-11-2024,80%,81
656,KITADOL INFANTIL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIO CHILE S.A.,Directa, $69.294,31-07-2021,13-05-2026,95%,74
657,NUROFEN COMPRIMIDOS RECUBIERTOS 200 mg,RECKITT BENCKISER CHILE S.A.,Directa, $39.335,14-08-2021,16-04-2027,95%,13
658,KITADOL 1000 COMPRIMIDOS 1 g,LABORATORIO CHILE S.A.,Directa, $33.780,29-12-2020,10-04-2027,90%,48
659,XUMADOL COMPRIMIDOS 1 g,ITF - LABOMED FARMACÉUTICA LTDA.,Directa, $86.754,29-11-2020,06-12-2025,98%,28
660,"BIOTRIC JABÓN LÍQUIDO AL 0,5%",BIOTEC CHILE S.A.,Directa, $47.220,07-06-2021,18-08-2026,84%,41
661,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIO MAVER S.A.,Directa, $53.964,25-04-2020,15-11-2024,82%,43
662,PARACETAMOL COMPRIMIDOS MASTICABLES 80 mg,LABORATORIO MAVER S.A.,Directa, $29.110,13-02-2022,13-05-2026,88%,35
663,SYSTANE ULTRA SOLUCIÓN OFTÁLMICA,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $22.816,03-10-2020,16-04-2027,93%,68
664,HASSAPIRIN CAF COMPRIMIDOS,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $35.540,07-05-2020,10-04-2027,92%,94
665,NEFERSIL GEL TÓPICO 5%,PHARMA INVESTI DE CHILE S.A.,Directa, $37.941,01-07-2021,06-12-2025,96%,42
666,PARECETAMOL COMPRIMIDOS 500 mg,LABORATORIO BIOSANO S.A.,Directa, $70.258,18-07-2020,18-08-2026,92%,58
667,MINTALUB CREMA DÉRMICA,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $87.448,14-09-2021,15-11-2024,84%,57
668,GENIOL CAF COMPRIMIDOS RECUBIERTOS,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $52.667,16-02-2021,13-05-2026,99%,28
669,FLAMADOL COMPRIMIDOS RECUBIERTOS 100 mg,INSTITUTO SANITAS S.A.,Directa, $59.407,15-06-2020,16-04-2027,84%,2
670,ALGIASOL FORTE SUSPENSIÓN ORAL 200 mg/5 mL,INTERPHARMA S.A.,DIRECTA, $12.068,12-06-2020,10-04-2027,92%,20
671,ANACIN COMPRIMIDOS RECUBIERTOS,LABORATORIOS WYETH LLC.,Directa, $80.712,19-06-2021,06-12-2025,86%,46
672,COLPURIL PLUS CHAMPÚ,LABORATORIOS FASA S.A.,Directa, $36.345,26-08-2021,18-08-2026,89%,15
673,ENDUX UD EMULSIÓN OFTÁLMICA,ALLERGAN LABORATORIOS LTDA.,Directa, $27.624,30-11-2021,15-11-2024,90%,36
674,POLICARBOFILA CÁPSULAS BLANDAS 500 mg,INSTITUTO SANITAS S.A.,Directa, $82.421,11-02-2022,13-05-2026,89%,17
675,MEDISEPT SOLUCIÓN,LABORATORIO CHILE S.A.,Directa, $45.606,22-11-2020,16-04-2027,87%,56
676,ENDUX EMULSIÓN OFTÁLMICA,ALLERGAN LABORATORIOS LTDA.,Directa, $82.434,16-05-2021,10-04-2027,93%,86
677,ACIFIN COMPRIMIDOS MASTICABLES,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $12.776,22-10-2021,06-12-2025,93%,33
678,SIMETICONA SUSPENSIÓN PARA GOTAS ORALES 4%,ALPES CHEMIE S.A.,Directa, $57.184,16-05-2022,18-08-2026,87%,12
679,GINODOL COMPRIMIDOS RECUBIERTOS 275 mg,GRÜNENTHAL CHILENA LTDA.,DIRECTA, $75.695,18-02-2021,15-11-2024,95%,5
680,PANADOL ADVANCE COMPRIMIDOS RECUBIERTOS  500 mg,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.,DIRECTA, $56.785,28-12-2020,13-05-2026,83%,22
681,PARACETAMOL COMPRIMIDOS 500 mg,INTERPHARMA S.A.,Directa, $13.517,21-06-2020,16-04-2027,95%,90
682,POLICARBOFILA CÁPSULAS BLANDAS 500 mg,CHEMOPHARMA  S.A.,Directa, $63.598,14-12-2020,10-04-2027,88%,71
683,FASAGLOS PLUS POMADA,LABORATORIOS FASA S.A.,Directa, $48.543,12-12-2019,06-12-2025,99%,2
684,NUROFEN EXPRESS COMPRIMIDOS RECUBIERTOS 200 mg,RECKITT BENCKISER CHILE S.A.,Directa, $46.765,31-12-2021,18-08-2026,97%,22
685,ALGIAFIN COMPRIMIDOS 500 mg,INTERPHARMA S.A.,Directa, $25.674,27-07-2020,15-11-2024,89%,66
686,MYLANTA ROLLTABS SABOR MENTA COMPRIMIDOS MASTICABLES,JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.,DIRECTA, $19.405,01-12-2020,13-05-2026,82%,53
687,MYLANTA ROLLTABS SABOR CEREZA COMPRIMIDOS MASTICABLES,JOHNSON & JOHNSON PERSONAL CARE CHILE S.A.,DIRECTA, $24.495,30-04-2022,16-04-2027,82%,96
688,GENIOL COMPRIMIDOS MASTICABLES 160 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),DIRECTA, $83.640,11-02-2021,10-04-2027,97%,59
689,IBUPROFENO COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIO CHILE S.A.,Directa, $45.875,08-02-2020,06-12-2025,94%,59
690,ALGIASOL 200 COMPRIMIDOS RECUBIERTOS 200 mg,INTERPHARMA S.A.,Directa, $56.066,09-02-2020,18-08-2026,90%,69
691,OPTIVE UD SOLUCIÓN OFTÁLMICA,ALLERGAN LABORATORIOS LTDA.,Directa, $16.940,03-01-2021,15-11-2024,86%,65
692,LEVUCAL D CÁPSULAS,LABORATORIO PASTEUR S.A.,Directa, $24.368,24-12-2019,13-05-2026,95%,35
693,DOLGEX SUSPENSIÓN ORAL 100 mg/ 5 mL,LABORATORIO CHILE S.A.,Directa, $16.772,26-02-2020,16-04-2027,96%,1
694,DOLGEX FORTE SUSPENSIÓN ORAL 200 mg/5 mL,LABORATORIO CHILE S.A.,Directa, $27.888,19-01-2020,10-04-2027,84%,22
695,FRESHMEL COMPRIMIDOS 5 mg,LABORATORIO CHILE S.A.,Directa, $79.385,16-03-2021,06-12-2025,97%,74
696,"LÁGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA 0,3%",LABORATORIO BIOSANO S.A.,Directa, $31.110,12-02-2022,18-08-2026,85%,92
697,PARACETAMOL PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIO MAVER S.A.,Directa, $85.944,22-04-2021,15-11-2024,91%,50
698,IBUPROFENO FORTE SUSPENSIÓN ORAL 200 mg/5 mL,INTERPHARMA S.A.,Directa, $54.961,31-01-2021,13-05-2026,83%,60
699,PARACETAMOL JARABE 160 mg/5 mL,LABORATORIO CHILE S.A.,Directa, $86.267,17-09-2021,16-04-2027,82%,98
700,KITADOL INFANTIL JARABE 160 mg/5 mL,LABORATORIO CHILE S.A.,Directa, $88.977,10-03-2020,10-04-2027,94%,30
701,DICHLOREXAN SOLUCIÓN TÓPICA  2%,DIFEM LABORATORIOS S.A.,Directa, $68.395,22-07-2021,06-12-2025,90%,68
702,REPELEX NF AEROSOL,INSTITUTO SANITAS S.A.,Directa, $66.254,31-01-2020,18-08-2026,97%,22
703,DON DYNE JABÓN LÍQUIDO 8%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $88.618,18-03-2020,16-04-2027,96%,44
704,IBUPROFENO COMPRIMIDOS RECUBIERTOS 200 mg,INTERPHARMA S.A.,DIRECTA, $17.377,23-07-2021,10-04-2027,83%,27
705,PYRIPED CREMA DÉRMICA 5 %,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $73.032,12-02-2022,06-12-2025,96%,37
706,DOMPERIDONA CÁPSULAS 10 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $20.283,16-04-2020,18-08-2026,90%,3
707,DOCIVIN CÁPSULAS 10 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $62.271,01-04-2020,15-11-2024,91%,48
708,AGUA PARA INYECTABLES,GASTON ANTONIO DEL VILLAR GAJARDO,Directa, $17.540,06-01-2022,13-05-2026,88%,10
709,FRAGIDERM UNGÜENTO DÉRMICO,MINTLAB  CO. S.A.,Directa, $36.331,18-02-2021,16-04-2027,80%,45
710,SALES PARA REHIDRATACIÓN 60  POLVO PARA SOLUCIÓN ORAL,OPKO CHILE S.A.,Directa, $44.250,04-04-2021,10-04-2027,92%,44
711,SALES PARA REHIDRATACIÓN 90  POLVO PARA SOLUCIÓN ORAL,OPKO CHILE S.A.,Directa, $75.507,08-06-2020,06-12-2025,96%,49
712,BROMHEXINA CLORHIDRATO JARABE 4 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $38.561,16-09-2020,18-08-2026,84%,68
713,ALCOHOL GEL  70%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $81.828,27-11-2020,15-11-2024,86%,19
714,CHLOROHEX SOLUCIÓN TÓPICA 2%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $28.588,26-08-2020,13-05-2026,80%,10
715,CHLOROHEX JABÓN CREMOSO 2%,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $64.636,07-04-2020,16-04-2027,100%,62
716,IBUPROFENO SUSPENSIÓN ORAL 100 mg / 5 mL,LABORATORIO MAVER S.A.,Directa, $56.608,16-12-2021,10-04-2027,94%,37
717,IBUPROFENO SUSPENSIÓN ORAL 200 mg / 5 mL,LABORATORIO MAVER S.A.,Directa, $31.943,07-04-2022,06-12-2025,85%,49
718,FOCUS 500 COMPRIMIDOS  500 mg,LABORATORIO BERLIMED S.A.,Directa, $42.352,22-07-2021,18-08-2026,93%,82
719,AMBROXOL CLORHIDRATO JARABE 15 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $40.165,16-03-2022,15-11-2024,92%,62
720,AMBROXOL CLORHIDRATO JARABE 30 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $26.663,14-03-2021,13-05-2026,83%,79
721,CHLOROHEX TINTURA SOLUCIÓN TÓPICA,DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $79.055,27-12-2019,16-04-2027,99%,79
722,IBUPROFENO SUSPENSIÓN ORAL 100 mg / 5 mL,OPKO CHILE S.A.,Directa, $55.907,27-12-2020,10-04-2027,82%,21
723,"VISIONAL SOLUCIÓN OFTÁLMICA 0,05%",LABORATORIO MAVER S.A.,Directa, $12.840,04-09-2020,06-12-2025,91%,38
724,"STERYLDERME JABÓN LÍQUIDO SIN PERFUME 0,5%",DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $23.458,21-07-2020,18-08-2026,98%,43
725,"STERYLDERME JABÓN LÍQUIDO CON PERFUME 0,5%",DIVERSEY  INDUSTRIAL Y COMERCIAL CHILE LTDA.,Directa, $55.616,05-08-2020,15-11-2024,92%,77
726,IBUPROFENO  SUSPENSIÓN 100 mg / 5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $30.895,26-04-2020,13-05-2026,89%,79
727,PARACETAMOL COMPRIMIDOS 500 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $68.000,24-07-2020,16-04-2027,81%,84
728,ÁCIDO ASCÓRBICO POLVO EFERVESCENTE EN SOBRES 2.000 mg,QUÍMICA Y PUBLICIDAD ALFER LTDA.,Directa, $18.026,01-01-2022,10-04-2027,90%,13
729,ÁCIDO ASCÓRBICO POLVO EFERVESCENTE EN SOBRES 1.000 mg,QUÍMICA Y PUBLICIDAD ALFER LTDA.,Directa, $88.495,16-04-2021,06-12-2025,91%,6
730,PARACETAMOL COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa, $23.466,03-05-2021,18-08-2026,92%,2
731,M.D. ZERO-DOL COMPRIMIDOS 500 mg,COMPAÑIA DE NUTRICION GENERAL S.A.,Directa, $28.294,04-03-2021,15-11-2024,94%,76
732,M.D. ZERO-DOL INFANTIL COMPRIMIDOS MASTICABLES 160 mg,COMPAÑIA DE NUTRICION GENERAL S.A.,Directa, $38.540,21-02-2020,13-05-2026,82%,74
733,GESIDOL COMPRIMIDOS MASTICABLES 160 mg,MEDIPHARM LTDA.,Directa, $40.631,16-08-2020,16-04-2027,98%,63
734,PARACETAMOL COMPRIMIDOS  500 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $65.274,02-12-2019,10-04-2027,86%,22
735,ACAMOL COMPRIMIDOS  500 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $69.009,25-06-2020,06-12-2025,88%,57
736,PARACETAMOL COMPRIMIDOS 1 g,INSTITUTO SANITAS S.A.,Directa, $18.903,19-03-2022,18-08-2026,96%,21
737,PANAGESIC COMPRIMIDOS 1 g,CHEMOPHARMA  S.A.,Directa, $73.467,02-01-2021,15-11-2024,89%,94
738,PARACETAMOL COMPRIMIDOS 500 mg,B Y B FARMACÉUTICA LTDA.,Directa, $37.765,14-06-2020,13-05-2026,89%,5
739,"ULPEPTIN COMPRIMIDOS MASTICABLES 262,4 mg",LABORATORIO BAGÓ DE CHILE S.A.,Directa, $86.811,07-04-2022,16-04-2027,94%,93
740,DOMPERIDONA COMPRIMIDOS 10 mg,LABORATORIOS  EUROMED CHILE S.A.,Directa, $45.797,19-06-2020,10-04-2027,80%,60
741,SALES DE REHIDRATACIÓN ORAL 75,LABORATORIO BIOSANO S.A.,Directa, $66.515,04-02-2022,06-12-2025,93%,90
742,NUROFEN EXPRESS CÁPSULAS BLANDAS 200 mg,RECKITT BENCKISER CHILE S.A.,Directa, $58.789,15-11-2020,18-08-2026,82%,33
743,PYRIPED CÁPSULAS BLANDAS 200 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $11.942,12-04-2022,15-11-2024,87%,47
744,AGUA PARA INYECTABLES,LABORATORIO BIOSANO S.A.,Directa, $54.672,21-10-2020,13-05-2026,95%,18
745,FINACAL PEDIÁTRICO SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,IMPROFAR LTDA.,Directa, $65.816,23-07-2020,16-04-2027,95%,18
746,IBUPROFENO CÁPSULAS BLANDAS 200 mg,LABORATORIOS PRATER S.A.,Directa, $56.583,30-12-2019,10-04-2027,100%,13
747,IBU-2 CÁPSULAS BLANDAS 200 mg,LABORATORIOS ANDRÓMACO S.A.,Directa, $75.476,26-11-2021,06-12-2025,99%,28
748,DOLGEX-L COMPRIMIDOS RECUBIERTOS 200 mg,LABORATORIO CHILE S.A.,Directa, $17.424,27-05-2022,18-08-2026,95%,61
749,IBUFLAM SUSPENSIÓN ORAL 100 mg/5 mL,IMPROFAR LTDA.,Directa, $40.926,24-02-2020,15-11-2024,88%,61
750,ELECTRAL 75 POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIO BIOSANO S.A.,Directa, $14.699,05-05-2021,13-05-2026,86%,97
751,"NOSCAPINA CLORHIDRATO + ÁCIDO ASCÓRBICO, JARABE",LABORATORIO MAVER S.A.,Directa, $17.404,18-09-2020,16-04-2027,90%,44
752,HASSAPIRIN CARDIO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 100 mg,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $29.275,14-02-2020,10-04-2027,88%,22
753,ÁCIDO ACETILSALICÍLICO COMPRIMIDOS 100 mg,MINTLAB  CO. S.A.,Directa, $50.464,08-02-2022,06-12-2025,80%,72
754,TAPSIN COMPUESTO D.N. POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIO MAVER S.A.,Directa, $72.462,16-05-2020,18-08-2026,87%,95
755,PARACETAMOL Y CAFEÍNA POLVO EFERVESCENTE PARA SOLUCIÓN ORAL,LABORATORIO MAVER S.A.,Directa, $67.992,09-04-2021,15-11-2024,96%,52
756,PAINPAC CÁPSULAS BLANDAS 200 mg,LABORATORIOS PRATER S.A.,Directa, $39.627,21-07-2020,13-05-2026,100%,39
757,"HIDRASAN 90 POLVO PARA SOLUCIÓN ORAL, EN SOBRES",Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $89.144,29-05-2021,16-04-2027,93%,24
758,FRIXIO CREMA TÓPICA,LABORATORIO CHILE S.A.,Directa, $19.035,20-02-2020,10-04-2027,98%,51
759,CARISTOP SENSITIVE COLUTORIO,LABORATORIO MAVER S.A.,Directa, $13.934,09-01-2022,06-12-2025,99%,97
760,NOSCAPINA JARABE 5 mg/5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $81.441,22-06-2020,18-08-2026,87%,56
761,PARACETAMOL COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa, $14.602,26-03-2022,15-11-2024,91%,96
762,ULPEPTIN SUSPENSIÓN ORAL 262 mg/15 mL,LABORATORIO BAGÓ DE CHILE S.A.,Directa, $85.245,30-06-2021,13-05-2026,84%,15
763,DOLESS PARCHE DÉRMICO  10%,Medical International Laboratories Corporation S.A. (MINTLAB  Co. S.A.),Directa, $12.524,06-07-2020,16-04-2027,94%,41
764,DOMPERIDONA COMPRIMIDOS 10 mg,OPKO CHILE S.A.,Directa, $55.946,27-03-2021,10-04-2027,98%,39
765,DOMPERIDONA COMPRIMIDOS 10 mg,OPKO CHILE S.A.,Directa, $30.229,22-05-2021,06-12-2025,84%,2
766,MULGATOL SIMPLE JALEA ORAL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $35.747,28-06-2020,18-08-2026,98%,19
767,PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $41.158,21-03-2021,15-11-2024,98%,77
768,VAPOLATUM MENTOLADO,LABORATORIO MAVER S.A.,Directa, $64.251,27-05-2021,13-05-2026,85%,83
769,FLUOR-KIN  MENTA FORTE PASTA DENTÍFRICA,PHARMA INVESTI DE CHILE S.A.,Directa, $30.583,05-09-2020,16-04-2027,93%,41
770,ELCAL-I JARABE INFANTIL 180 mg/10 mL,LABORATORIOS ANDRÓMACO S.A.,Directa, $35.224,24-02-2022,10-04-2027,89%,89
771,ASEPTIDINA JABÓN LÍQUIDO AL 4%,PRODUCTOS QUIRURGICOS Y FARMACOLOGICOS LEON BORZUTZKY FRIDMAN S.A.,Directa, $46.159,18-10-2020,06-12-2025,95%,3
772,"ENTEROLYTE  75  SABOR  CEREZA, SOLUCIÓN ORAL",SANOFI-AVENTIS DE CHILE S.A.,Directa, $24.705,05-06-2020,18-08-2026,99%,87
773,ENTEROLYTE 75 SABOR A COCO SOLUCIÓN ORAL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $18.903,16-06-2021,15-11-2024,97%,77
774,ENTEROLYTE  75 SABOR A MANDARINA SOLUCIÓN ORAL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $45.741,13-12-2019,13-05-2026,94%,44
775,ENTEROLYTE  75  SABOR UVA SOLUCIÓN ORAL,SANOFI-AVENTIS DE CHILE S.A.,Directa, $64.046,05-01-2020,16-04-2027,98%,31
776,CARDIOASPIRINA 325 EC CON RECUBRIMIENTO ENTÉRICO 325 mg,BAYER S.A.,Directa, $74.610,22-09-2020,10-04-2027,81%,30
777,IOPOVISOL SOLUCIÓN TÓPICA 10%,PRODUCTOS QUIRURGICOS Y FARMACOLOGICOS LEON BORZUTZKY FRIDMAN S.A.,Directa, $21.557,17-08-2021,06-12-2025,85%,57
778,ASEPTIDINA JABÓN LÍQUIDO AL 3%,PRODUCTOS QUIRURGICOS Y FARMACOLOGICOS LEON BORZUTZKY FRIDMAN S.A.,Directa, $48.456,01-01-2020,18-08-2026,88%,55
779,ORALGENE MANTENCIÓN COLUTORIO BUCAL,LABORATORIO MAVER S.A.,Directa, $29.986,02-03-2022,16-04-2027,87%,42
780,IBUPROFENO CÁPSULAS BLANDAS 200 mg,INSTITUTO SANITAS S.A.,Directa, $67.150,03-11-2021,10-04-2027,90%,43
781,IBUKIDS SUSPENSIÓN ORAL 200 mg/ 5 mL,LABORATORIOS  EUROMED CHILE S.A.,Directa, $52.224,08-01-2022,06-12-2025,100%,23
782,DOMPERIDONA COMPRIMIDOS 10 mg,SANOFI-AVENTIS DE CHILE S.A.,Directa, $51.370,01-05-2022,18-08-2026,81%,87
783,GESIDOL COMPRIMIDOS 500 mg,MEDIPHARM LTDA.,Directa, $22.354,04-07-2021,15-11-2024,80%,80
784,DISGREN COMPRIMIDOS 100 mg,LABORATORIO PASTEUR S.A.,Directa, $59.191,13-08-2020,13-05-2026,91%,9
785,IOFOAM SOLUCIÓN ESPUMANTE 8%,PRODUCTOS QUIRURGICOS Y FARMACOLOGICOS LEON BORZUTZKY FRIDMAN S.A.,Directa, $78.947,31-07-2020,16-04-2027,86%,68
786,"SICCAFLUID GEL OFTÁLMICO 0,25%",LABORATORIOS ANDRÓMACO S.A.,Directa, $85.819,16-03-2022,10-04-2027,81%,41
787,COLONSAN COMPRIMIDOS RECUBIERTOS 500 mg,LABORATORIO CHILE S.A.,Directa, $38.915,14-05-2022,06-12-2025,95%,16
788,ACTRON PEDIÁTRICO SUSPENSIÓN ORAL 200mg/5mL,BAYER S.A.,Directa, $42.835,31-12-2020,18-08-2026,94%,69
789,DOLORUB GEL DÉRMICO 5%,LABORATORIO MAVER S.A.,Directa, $60.111,28-07-2021,15-11-2024,90%,1
790,OFF  FAMILY AEROSOL REPELENTE DE INSECTOS,S.C. JOHNSON & SON CHILE LTDA.,Directa, $47.942,14-12-2020,13-05-2026,93%,67
791,GESIDOL COMPRIMIDOS 1 g,MEDIPHARM LTDA.,Directa, $59.321,01-11-2020,16-04-2027,95%,60
792,"SYSTANE BALANCE EMULSIÓN PARA GOTAS  OFTALMICAS 0,6 %",ALCON LABORATORIOS  CHILE  LTDA.,Directa, $63.411,21-08-2020,10-04-2027,95%,42
793,SYSTANE ULTRA UD SOLUCIÓN OFTÁLMICA,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $60.791,01-08-2020,06-12-2025,80%,12
794,GEA ARTROM POLVO PARA SOLUCIÓN ORAL,MINTLAB  CO. S.A.,Directa, $27.360,13-05-2022,18-08-2026,86%,23
795,PARACETAMOL COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa, $40.252,29-04-2022,15-11-2024,82%,19
796,GLANDOF COMPRIMIDOS 500 mg,OPKO CHILE S.A.,Directa, $88.828,29-09-2021,13-05-2026,80%,73
797,DUOPLANT GEL TÓPICO 27%,LABORATORIOS STIEFEL DE CHILE Y CIA. LTDA.,Directa, $78.783,17-10-2021,16-04-2027,96%,38
798,PARACETAMOL COMPRIMIDOS 500 mg,MINTLAB  CO. S.A.,Directa, $83.810,22-03-2020,10-04-2027,100%,79
799,KITADOL FLU POLVO PARA SOLUCIÓN ORAL EN SOBRES,LABORATORIO CHILE S.A.,Directa, $13.644,30-06-2021,06-12-2025,80%,27
800,CALCIO / VITAMINA D3 300/125 CÁPSULAS,LABORATORIOS ANDRÓMACO S.A.,Directa, $69.997,04-10-2020,18-08-2026,98%,46
801,FISIOLAX CÁPSULAS BLANDAS 12 mg,BESTPHARMA S.A.,Directa, $20.048,19-02-2022,15-11-2024,83%,35
802,DOMPERIDONA CÁPSULAS 10 mg,LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.,Directa, $43.518,26-01-2020,13-05-2026,96%,90
803,GESIDOL COMPRIMIDOS 500 mg,MEDIPHARM LTDA.,Directa, $55.120,30-03-2022,16-04-2027,81%,88
804,PARACETAMOL COMPRIMIDOS 500 mg,DROGUERÍA PHARMAVISIÓN LTDA.,Directa, $79.283,05-04-2022,10-04-2027,88%,77
805,FLAPEX AX COMPRIMIDOS MASTICABLES,LABORATORIOS SILESIA S.A.,Directa, $26.182,05-04-2022,06-12-2025,83%,66
806,REPELEX CREMA TÓPICA 10%,INSTITUTO SANITAS S.A.,Directa, $70.595,12-02-2021,18-08-2026,84%,100
807,CLINICAINE  UNGÜENTO TÓPICO,LABORATORIOS FASA S.A.,Directa, $78.855,27-05-2020,15-11-2024,99%,59
808,MEDICASP SHAMPOO 1%,GENOMMA LAB CHILE S.A.,Directa, $73.716,14-06-2020,13-05-2026,85%,45
809,FENGEL GEL TÓPICO,BESTPHARMA S.A.,Directa, $71.899,07-10-2021,16-04-2027,84%,71
810,SYSTANE GEL OFTÁMICO EN GOTAS,ALCON LABORATORIOS  CHILE  LTDA.,Directa, $84.746,24-12-2019,10-04-2027,80%,1
811,SIT-SEF  REPELENTE DE INSECTOS AEROSOL,LABORATORIOS PRATER S.A.,Directa, $36.774,28-03-2020,06-12-2025,87%,21
812,REPELENTE DE INSECTOS AEROSOL,LABORATORIOS PRATER S.A.,Directa, $61.964,29-10-2020,18-08-2026,94%,0
813,ÁCIDO ASCÓRBICO COMPRIMIDOS MASTICABLES MULTISABOR 1000 mg,LABORATORIOS PRATER S.A.,Directa, $58.430,23-02-2021,15-11-2024,95%,4
814,ÁCIDO ASCÓRBICO COMPRIMIDOS MASTICABLES MULTISABOR 500 mg,LABORATORIOS PRATER S.A.,Directa, $65.122,31-05-2021,13-05-2026,100%,76
815,ÁCIDO ASCÓRBICO COMPRIMIDOS MASTICABLES MULTISABOR 100 mg,LABORATORIOS PRATER S.A.,Directa, $74.097,04-03-2020,16-04-2027,80%,29
816,BABY FASA POMADA DÉRMICA,LABORATORIOS FASA S.A.,Directa, $18.822,31-08-2020,10-04-2027,80%,6
